['佛山', '桂城怡翠花园', '南海', '桂城营销中心', '113.168257', '23.042044', '已建', 0, 0, 0, 0]
['佛山', '中英假日酒店', '南海', '黄岐营销中心', '113.189419', '23.111631', '否', 0, 0, 0, 0]
['佛山', '宏威大厦', '南海', '黄岐营销中心', '113.199047', '23.118686', '否', 0, 0, 0, 0]
['佛山', '真爱娱乐城', '南海', '黄岐营销中心', '113.198355', '23.118154', '否', 0, 0, 0, 0]
['佛山', '黄岐大金地假日酒店', '南海', '黄岐营销中心', '113.202408', '23.119301', '否', 0, 0, 0, 0]
['佛山', '黄岐百货大厦', '南海', '黄岐营销中心', '113.192966', '23.121227', '否', 0, 0, 0, 0]
['佛山', '黄岐嘉洲广场', '南海', '黄岐营销中心', '113.195429', '23.114756', '已建', 0, 0, 0, 0]
['佛山', '黄岐茶博城', '南海', '黄岐营销中心', '113.188352', '23.114248', '否', 0, 0, 0, 0]
['佛山', '黄岐南方广场', '南海', '黄岐营销中心', '113.197216', '23.119284', '否', 0, 0, 0, 0]
['佛山', '黄岐京粤大酒店', '南海', '黄岐营销中心', '113.19858', '23.118628', '否', 0, 0, 0, 0]
['佛山', '黄岐嘉悦名居', '南海', '黄岐营销中心', '113.192324', '23.113567', '否', 9, 0, 9, 0]
['佛山', '黄岐金太阳广场', '南海', '黄岐营销中心', '113.198904', '23.121212', '否', 0, 0, 0, 0]
['佛山', '黄岐泌冲丰禾园物流中心', '南海', '黄岐营销中心', '113.210677', '23.148263', '否', 0, 0, 0, 0]
['佛山', '黄岐奥丽侬内衣厂', '南海', '黄岐营销中心', '113.20198', '23.147458', '否', 0, 0, 0, 0]
['佛山', '黄岐商业步行街', '南海', '黄岐营销中心', '113.199111', '23.122508', '否', 0, 0, 0, 0]
['佛山', '黄岐岐信大厦', '南海', '黄岐营销中心', '113.189419', '23.111631', '否', 0, 0, 0, 0]
['佛山', '黄岐中海金沙湾B区', '南海', '黄岐营销中心', '113.212064', '23.145775', '已建', 0, 0, 0, 0]
['佛山', '平洲保利星座花园', '南海', '平洲营销中心', '113.171578', '23.046396', '否', 0, 0, 0, 0]
['佛山', '平洲夏南一工业区', '南海', '平洲营销中心', '113.185743', '23.047394', '否', 0, 0, 0, 0]
['佛山', '平洲夏东工业区', '南海', '平洲营销中心', '113.201279', '23.052669', '否', 0, 0, 0, 0]
['佛山', '平洲康怡花园', '南海', '平洲营销中心', '113.199288', '23.039167', '已建', 3, 0, 3, 0]
['佛山', '平洲大德社区', '南海', '平洲营销中心', '113.206126', '23.038868', '否', 0, 0, 0, 0]
['佛山', '平洲平西工业区', '南海', '平洲营销中心', '113.19218', '23.034919', '否', 0, 0, 0, 0]
['佛山', '平洲平西沙基工业区', '南海', '平洲营销中心', '113.203054', '23.024167', '否', 0, 0, 0, 0]
['佛山', '平洲海逸城市花园', '南海', '平洲营销中心', '113.183087', '23.024151', '已建', 0, 0, 0, 0]
['佛山', '平洲永安路商圈', '南海', '平洲营销中心', '113.215227', '23.035093', '否', 0, 0, 0, 0]
['佛山', '平洲夏西工业区', '南海', '平洲营销中心', '113.174367', '23.045802', '否', 0, 0, 0, 0]
['佛山', '平洲依岸康堤', '南海', '平洲营销中心', '113.182621', '23.037321', '已建', 0, 0, 0, 0]
['佛山', '平洲利海尖东花苑', '南海', '平洲营销中心', '113.181727', '23.020737', '已建', 0, 0, 0, 0]
['佛山', '银悦假日酒店', '南海', '平洲营销中心', '113.20754', '23.029506', '否', 0, 0, 0, 0]
['佛山', '海伦堡海汇广场', '南海', '平洲营销中心', '113.186986', '23.040722', '否', 0, 0, 0, 0]
['佛山', '银冠假日酒店', '南海', '平洲营销中心', '113.192774', '23.033048', '否', 0, 0, 0, 0]
['佛山', '平洲玉器大楼', '南海', '平洲营销中心', '113.214461', '23.030063', '已建', 0, 0, 0, 0]
['佛山', '裕达酒店', '南海', '平洲营销中心', '113.192557', '23.057798', '已建', 0, 0, 0, 0]
['佛山', '平洲平南工业区', '南海', '平洲营销中心', '113.209313', '23.015935', '否', 0, 0, 0, 0]
['佛山', '大沥华南液压气动五金机电城', '南海', '大沥营销中心', '113.118572', '23.068825', '否', 0, 0, 0, 0]
['佛山', '金雅轩大酒店', '南海', '大沥营销中心', '113.121643', '23.112046', '否', 0, 0, 0, 0]
['佛山', '德明大厦', '南海', '大沥营销中心', '113.133561', '23.116426', '否', 0, 0, 0, 0]
['佛山', '金岛假日酒店', '南海', '大沥营销中心', '113.131587', '23.116766', '否', 0, 0, 0, 0]
['佛山', '兴隆大厦', '南海', '大沥营销中心', '113.128916', '23.118702', '否', 0, 0, 0, 0]
['佛山', '都市海逸酒店', '南海', '大沥营销中心', '113.130206', '23.117589', '已建', 0, 0, 0, 0]
['佛山', '富基地产大厦', '南海', '大沥营销中心', '113.129622', '23.118877', '否', 0, 0, 0, 0]
['佛山', '金丰宾馆', '南海', '大沥营销中心', '113.114727', '23.111764', '已建', 0, 0, 0, 0]
['佛山', '宝盈广场', '南海', '大沥营销中心', '113.109607', '23.123231', '否', 0, 0, 0, 0]
['佛山', '大沥广佛智城', '南海', '大沥营销中心', '113.150573', '23.123571', '已建', 0, 0, 0, 0]
['佛山', '金福大厦', '南海', '大沥营销中心', '113.124824', '23.11562', '否', 0, 0, 0, 0]
['佛山', '骏翔大厦', '南海', '大沥营销中心', '113.139292', '23.112337', '否', 0, 0, 0, 0]
['佛山', '佛山中恒金都酒店', '南海', '大沥营销中心', '113.110258', '23.076393', '否', 0, 0, 0, 0]
['佛山', '大沥广东省供销学校', '南海', '大沥营销中心', '113.129766', '23.114016', '否', 0, 0, 0, 0]
['佛山', '大沥城南宠物市场', '南海', '大沥营销中心', '113.129101', '23.110127', '否', 0, 0, 0, 0]
['佛山', '大沥海元物流', '南海', '大沥营销中心', '113.107697', '23.126808', '否', 0, 0, 0, 0]
['佛山', '大沥电信大楼', '南海', '大沥营销中心', '113.130952', '23.112487', '已建', 0, 0, 0, 0]
['佛山', '大沥佛山科学技术学院北院', '南海', '大沥营销中心', '113.064059', '23.137551', '否', 0, 0, 0, 0]
['佛山', '大沥新都会大厦', '南海', '大沥营销中心', '113.130171', '23.115711', '否', 0, 0, 0, 0]
['佛山', '大沥大发市场', '南海', '大沥营销中心', '113.136342', '23.112703', '已建', 0, 0, 0, 0]
['佛山', '大沥兴隆街临街商铺', '南海', '大沥营销中心', '113.12879', '23.11955', '否', 0, 0, 0, 0]
['佛山', '大沥金雅轩美食广场', '南海', '大沥营销中心', '113.124784', '23.111747', '否', 0, 0, 0, 0]
['佛山', '大沥金属城', '南海', '大沥营销中心', '113.148622', '23.089251', '否', 0, 0, 0, 0]
['佛山', '大沥兴沥雄大厦', '南海', '大沥营销中心', '113.125391', '23.112744', '否', 0, 0, 0, 0]
['佛山', '大沥凤铝大厦', '南海', '大沥营销中心', '113.119651', '23.113739', '否', 0, 0, 0, 0]
['佛山', '大沥大沥实验小学', '南海', '大沥营销中心', '113.118975', '23.116143', '否', 0, 0, 0, 0]
['佛山', '大沥大沥医院', '南海', '大沥营销中心', '113.120966', '23.108839', '否', 0, 0, 0, 0]
['佛山', '大沥太平成远小学', '南海', '大沥营销中心', '113.105926', '23.108573', '否', 0, 0, 0, 0]
['佛山', '大沥金碧商城（市场）', '南海', '大沥营销中心', '113.14563', '23.11129', '否', 8, 0, 8, 0]
['佛山', '大沥蛇北汽配市场', '南海', '大沥营销中心', '113.106794', '23.065088', '否', 61, 0, 31, 30]
['佛山', '罗村乐安商场花园', '南海', '罗村营销中心', '113.11065', '23.066701', '否', 0, 0, 0, 0]
['佛山', '金盛广场', '南海', '罗村营销中心', '113.059572', '23.0638', '否', 0, 0, 0, 0]
['佛山', '海宜广场', '南海', '罗村营销中心', '113.057661', '23.070591', '否', 4, 0, 4, 0]
['佛山', '罗村第二中学', '南海', '罗村营销中心', '113.047634', '23.060458', '否', 0, 0, 0, 0]
['佛山', '南海第三人民医院', '南海', '里水营销中心', '113.167517', '23.205655', '否', 0, 0, 0, 0]
['佛山', '君景湾假日酒店', '南海', '里水营销中心', '113.177482', '23.142656', '否', 0, 0, 0, 0]
['佛山', '八达通家居食品贸易港', '南海', '里水营销中心', '113.170753', '23.147096', '否', 0, 0, 0, 0]
['佛山', '里水沙涌水果批发市场', '南海', '里水营销中心', '113.172521', '23.141124', '否', 0, 0, 0, 0]
['佛山', '狮山华立医院', '南海', '狮山营销中心', '113.008449', '23.140263', '否', 0, 0, 0, 0]
['佛山', '狮山嘉逸国际酒店', '南海', '狮山营销中心', '113.018446', '23.126521', '否', 0, 0, 0, 0]
['佛山', '佛山中恒国际酒店', '南海', '狮山营销中心', '113.009172', '23.087539', '已建', 0, 0, 0, 0]
['佛山', '狮山狮山广场', '南海', '狮山营销中心', '113.016711', '23.130185', '否', 13, 0, 4, 9]
['佛山', '盐步医院', '南海', '盐步营销中心', '113.185888', '23.096481', '已建', 0, 0, 0, 0]
['佛山', '皇朝广场', '南海', '盐步营销中心', '113.182153', '23.102457', '否', 12, 0, 2, 10]
['佛山', '霹雳炮卡拉OK中心', '南海', '盐步营销中心', '113.177711', '23.118694', '已建', 0, 0, 0, 0]
['佛山', '佛山南海名都大酒店', '南海', '盐步营销中心', '113.158957', '23.11478', '已建', 0, 0, 0, 0]
['佛山', '盐步夹板城', '南海', '盐步营销中心', '113.190948', '23.109894', '否', 0, 0, 0, 0]
['佛山', '盐步中大皮革城', '南海', '盐步营销中心', '113.153865', '23.102973', '否', 0, 0, 0, 0]
['佛山', '盐步中大小商品城', '南海', '盐步营销中心', '113.155644', '23.113983', '否', 0, 0, 0, 0]
['佛山', '盐步九龙五金不锈钢交易中心', '南海', '盐步营销中心', '113.151255', '23.112861', '否', 0, 0, 0, 0]
['佛山', '南海高新区人民医院', '南海', '松岗营销中心', '113.105017', '23.146494', '否', 0, 0, 0, 0]
['佛山', '佛山枫丹白鹭酒店', '南海', '松岗营销中心', '113.109257', '23.188881', '否', 0, 0, 0, 0]
['佛山', '松岗丰泽园', '南海', '松岗营销中心', '113.079062', '23.160143', '否', 0, 0, 0, 0]
['佛山', '松岗海连天市场', '南海', '松岗营销中心', '113.107215', '23.150664', '否', 0, 0, 0, 0]
['佛山', '金樵大酒店', '南海', '西樵营销中心', '112.996877', '22.948253', '已建', 12, 0, 12, 0]
['佛山', '西樵新润城大酒店', '南海', '西樵营销中心', '112.986469', '22.955133', '否', 0, 0, 0, 0]
['佛山', '西樵文华酒店', '南海', '西樵营销中心', '112.987179', '22.955', '否', 0, 0, 0, 0]
['佛山', '西樵金懋大酒店', '南海', '西樵营销中心', '112.98585', '22.955067', '否', 0, 0, 0, 0]
['佛山', '佛山雅居乐酒店', '南海', '西樵营销中心', '113.20657', '23.10254', '已建', 0, 0, 0, 0]
['佛山', '西樵官山江浦西住宅', '南海', '西樵营销中心', '112.986646', '22.945939', '否', 0, 0, 0, 0]
['佛山', '西樵轻纺城专业市场', '南海', '西樵营销中心', '112.986348', '22.957072', '否', 0, 0, 0, 0]
['佛山', '西樵轻纺城樵金路大都会广', '南海', '西樵营销中心', '112.989128', '22.957413', '否', 0, 0, 0, 0]
['佛山', '西樵官山江浦东住宅', '南海', '西樵营销中心', '112.9965', '22.947267', '否', 0, 0, 0, 0]
['佛山', '西樵官山新城广场', '南海', '西樵营销中心', '112.990047', '22.954476', '已建', 0, 0, 0, 0]
['佛山', '西樵金泉大酒店', '南海', '西樵营销中心', '112.987938', '22.955225', '否', 0, 0, 0, 0]
['佛山', '西樵南海中学', '南海', '西樵营销中心', '113.005945', '22.949984', '否', 0, 0, 0, 0]
['佛山', '西樵官山人民政府', '南海', '西樵营销中心', '112.993809', '22.943635', '否', 0, 0, 0, 0]
['佛山', '西樵官山房管大厦', '南海', '西樵营销中心', '112.987255', '22.945674', '否', 0, 0, 0, 0]
['佛山', '西樵雄威大酒店', '南海', '西樵营销中心', '112.984898', '22.955142', '否', 0, 0, 0, 0]
['佛山', '西樵官山西樵中学', '南海', '西樵营销中心', '112.965882', '22.935922', '否', 0, 0, 0, 0]
['佛山', '西樵南海中学分校', '南海', '西樵营销中心', '112.993671', '22.965366', '否', 0, 0, 0, 0]
['佛山', '九江大转湾鱼珠木材夹板市场', '南海', '九江营销中心', '113.031177', '22.853505', '否', 0, 0, 0, 0]
['佛山', '和顺金溪商贸城', '南海', '和顺营销中心', '113.138142', '23.26298', '否', 0, 0, 0, 0]
['佛山', '丹灶横江铁料城', '南海', '丹灶营销中心', '112.912072', '23.107335', '否', 0, 0, 0, 0]
['佛山', '丹灶镇南铁料城', '南海', '丹灶营销中心', '112.912072', '23.107335', '否', 0, 0, 0, 0]
['佛山', '域琴酒店', '顺德', '龙江营销中心', '113.059743', '22.883525', '否', 2, 0, 0, 2]
['佛山', '优适家具', '顺德', '龙江营销中心', '113.06251', '22.868957', '否', 0, 0, 0, 0]
['佛山', '盈信广场', '顺德', '龙江营销中心', '113.08305', '22.876042', '已建', 2, 0, 0, 2]
['佛山', '英煌新座', '顺德', '大良营销中心', '113.246945', '22.853406', '已建', 175, 17, 51, 107]
['佛山', '逸林首府', '顺德', '大良营销中心', '113.266001', '22.824104', '否', 16, 3, 10, 3]
['佛山', '依云水岸', '顺德', '乐从营销中心', '113.119954', '22.974125', '否', 0, 0, 0, 0]
['佛山', '杏坛镇聚福酒楼', '顺德', '杏坛营销中心', '113.173202', '22.799535', '否', 62, 17, 12, 33]
['佛山', '杏坛美的时代城', '顺德', '杏坛营销中心', '113.162096', '22.798511', '否', 0, 0, 0, 0]
['佛山', '星河名居', '顺德', '大良营销中心', '113.257094', '22.860216', '否', 73, 6, 41, 26]
['佛山', '新世界商场', '顺德', '大良营销中心', '113.26164', '22.842848', '否', 398, 44, 199, 155]
['佛山', '新世界家具城', '顺德', '乐从营销中心', '113.096725', '22.909576', '已建', 0, 0, 0, 0]
['佛山', '新世界会豪阁', '顺德', '大良营销中心', '113.261719', '22.843573', '否', 417, 45, 199, 173]
['佛山', '新君悦大酒店', '顺德', '陈村营销中心', '113.248458', '22.95916', '否', 141, 1, 66, 74]
['佛山', '香格里拉豪园', '顺德', '容桂营销中心', '113.27273', '22.77545', '否', 0, 0, 0, 0]
['佛山', '西山上筑', '顺德', '大良营销中心', '113.268966', '22.845304', '已建', 128, 18, 48, 62]
['佛山', '万怡酒店', '顺德', '大良营销中心', '113.261389', '22.843273', '否', 413, 45, 199, 169]
['佛山', '万科水晶城', '顺德', '陈村营销中心', '113.149361', '22.983932', '已建', 32, 5, 22, 5]
['佛山', '顺联万利广场', '顺德', '陈村营销中心', '113.247421', '22.958852', '否', 198, 13, 91, 94]
['佛山', '顺联家私城南区', '顺德', '乐从营销中心', '113.098239', '22.9394', '否', 25, 0, 11, 14]
['佛山', '顺德区第一人民医院', '顺德', '大良营销中心', '113.256853', '22.849884', '否', 120, 3, 62, 55]
['佛山', '顺德乐从柏丽酒店', '顺德', '乐从营销中心', '113.098742', '22.958145', '否', 48, 0, 29, 19]
['佛山', '顺德均安碧桂园山顶会所', '顺德', '均安营销中心', '113.276486', '22.943577', '否', 0, 0, 0, 0]
['佛山', '顺德工业设计园', '顺德', '大良营销中心', '113.212355', '22.91085', '否', 0, 0, 0, 0]
['佛山', '顺德妇幼保健院', '顺德', '大良营销中心', '113.265637', '22.837561', '已建', 0, 0, 0, 0]
['佛山', '顺德大良海岸星座', '顺德', '大良营销中心', '113.304761', '22.795987', '已建', 0, 0, 0, 0]
['佛山', '容桂天佑城', '顺德', '容桂营销中心', '113.27855', '22.766598', '已建', 81, 3, 67, 11]
['佛山', '容桂鹿茵酒店', '顺德', '容桂营销中心', '113.288028', '22.761624', '否', 89, 0, 50, 39]
['佛山', '容桂龙光水悦云天', '顺德', '容桂营销中心', '113.313423', '22.784509', '否', 14, 0, 10, 4]
['佛山', '南方医科大学顺德分校区', '顺德', '容桂营销中心', '113.235579', '22.79258', '否', 3, 0, 1, 2]
['佛山', '美的君兰江山', '顺德', '北滘营销中心', '113.223275', '22.946913', '否', 0, 0, 0, 0]
['佛山', '伦教唯美嘉园', '顺德', '伦教营销中心', '113.220039', '22.869798', '否', 0, 0, 0, 0]
['佛山', '龙腾酒店', '顺德', '龙江营销中心', '113.062036', '22.886355', '否', 24, 0, 4, 20]
['佛山', '龙江镇龙城材料市场', '顺德', '龙江营销中心', '113.064941', '22.883337', '否', 22, 0, 0, 22]
['佛山', '龙江雍翠华府', '顺德', '龙江营销中心', '113.075238', '22.879929', '已建', 0, 0, 0, 0]
['佛山', '龙江亚洲国际家具材料交易中心', '顺德', '龙江营销中心', '113.059384', '22.889718', '否', 0, 0, 0, 0]
['佛山', '龙江圣淘湾', '顺德', '龙江营销中心', '113.07788', '22.822722', '否', 0, 0, 0, 0]
['佛山', '龙江康桥水岸', '顺德', '龙江营销中心', '113.090896', '22.870897', '否', 0, 0, 0, 0]
['佛山', '龙江敬龙布艺专城', '顺德', '龙江营销中心', '113.061099', '22.888553', '已建', 0, 0, 0, 0]
['佛山', '龙江丰华花苑', '顺德', '龙江营销中心', '113.077713', '22.877931', '否', 7, 0, 7, 0]
['佛山', '龙江保利上城', '顺德', '龙江营销中心', '113.089762', '22.877981', '否', 0, 0, 0, 0]
['佛山', '联星国际城', '顺德', '龙江营销中心', '113.086926', '22.876277', '否', 0, 0, 0, 0]
['佛山', '勒流万里来大酒店', '顺德', '勒流营销中心', '113.130922', '22.863138', '已建', 0, 0, 0, 0]
['佛山', '勒流凯茵花园', '顺德', '勒流营销中心', '113.15314', '22.861673', '已建', 7, 1, 6, 0]
['佛山', '乐从御祥豪庭', '顺德', '乐从营销中心', '113.094505', '22.955791', '否', 13, 2, 4, 7]
['佛山', '乐从怡盛豪庭社区', '顺德', '乐从营销中心', '113.095973', '22.966589', '否', 0, 0, 0, 0]
['佛山', '乐从星光广场', '顺德', '乐从营销中心', '113.114473', '22.952579', '否', 30, 0, 0, 30]
['佛山', '乐从新都汇中心', '顺德', '乐从营销中心', '113.112584', '22.952055', '否', 54, 0, 3, 51]
['佛山', '乐从威斯广场北区旭景豪庭', '顺德', '乐从营销中心', '113.085095', '22.969035', '否', 0, 0, 0, 0]
['佛山', '乐从团亿家私城', '顺德', '乐从营销中心', '113.09669', '22.936347', '否', 0, 0, 0, 0]
['佛山', '乐从金宇名都', '顺德', '乐从营销中心', '113.10827', '22.957105', '否', 22, 0, 19, 3]
['佛山', '乐从金海文化创意中心', '顺德', '乐从营销中心', '113.121743', '22.97074', '否', 5, 0, 5, 0]
['佛山', '乐从湖畔湾三期', '顺德', '乐从营销中心', '113.100571', '22.960691', '否', 59, 5, 27, 27]
['佛山', '乐从湖畔湾二期', '顺德', '乐从营销中心', '113.100755', '22.961306', '已建', 113, 5, 53, 55]
['佛山', '乐从湖畔湾一期', '顺德', '乐从营销中心', '113.102709', '22.960325', '已建', 169, 5, 83, 81]
['佛山', '乐从佛山奥园', '顺德', '乐从营销中心', '113.110087', '22.955574', '否', 18, 0, 18, 0]
['佛山', '乐从保利东湾', '顺德', '乐从营销中心', '113.13711', '22.972453', '否', 0, 0, 0, 0]
['佛山', '乐从保利东景花园', '顺德', '乐从营销中心', '113.14068', '22.970074', '已建', 0, 0, 0, 0]
['佛山', '科龙办公楼', '顺德', '容桂营销中心', '113.14068', '22.970074', '已建', 0, 0, 0, 0]
['佛山', '科达公司宿舍楼', '顺德', '陈村营销中心', '113.229222', '22.980218', '否', 46, 3, 18, 25]
['佛山', '凯蓝名都', '顺德', '容桂营销中心', '113.287592', '22.753776', '否', 89, 7, 55, 27]
['佛山', '均安御翠豪苑', '顺德', '均安营销中心', '113.151272', '22.713868', '否', 1, 1, 0, 0]
['佛山', '均安都市经典', '顺德', '均安营销中心', '113.147621', '22.721852', '已建', 67, 0, 33, 34]
['佛山', '君莱酒店', '顺德', '容桂营销中心', '113.263744', '22.833514', '已建', 0, 0, 0, 0]
['佛山', '金域天下', '顺德', '容桂营销中心', '113.357452', '22.788191', '否', 7, 4, 3, 0]
['佛山', '嘉信广场一、二、三、五期', '顺德', '大良营销中心', '113.258383', '22.848543', '否', 15, 0, 15, 0]
['佛山', '皇家太子酒店', '顺德', '容桂营销中心', '113.287382', '22.7556', '已建', 55, 0, 35, 20]
['佛山', '红星美凯龙AB馆', '顺德', '乐从营销中心', '113.09761', '22.927585', '否', 5, 0, 0, 5]
['佛山', '海伦堡', '顺德', '容桂营销中心', '113.279267', '22.783026', '否', 26, 0, 19, 7]
['佛山', '广东同江医院', '顺德', '大良营销中心', '113.306997', '22.834655', '否', 13, 0, 0, 13]
['佛山', '哥顿酒店', '顺德', '容桂营销中心', '113.265812', '22.769847', '否', 40, 6, 30, 4]
['佛山', '佛山顺德喜来登酒店', '顺德', '大良营销中心', '113.306046', '22.797611', '否', 0, 0, 0, 0]
['佛山', '佛山顺德顺联温德姆酒店', '顺德', '陈村营销中心', '113.247047', '22.957954', '已建', 166, 13, 91, 62]
['佛山', '佛山顺德金茂华美达广场酒店', '顺德', '北滘营销中心', '113.224003', '22.932128', '否', 0, 0, 0, 0]
['佛山', '佛山市青少年宫', '顺德', '大良营销中心', '113.258381', '22.844222', '否', 106, 7, 47, 52]
['佛山', '佛山财神酒店', '顺德', '乐从营销中心', '113.101806', '22.956822', '否', 31, 2, 23, 6]
['佛山', '佛罗伦斯尚苑', '顺德', '容桂营销中心', '113.328214', '22.751251', '已建', 76, 9, 46, 21]
['佛山', '佛奥康桥水岸', '顺德', '大良营销中心', '113.090896', '22.870897', '否', 0, 0, 0, 0]
['佛山', '东鸣家具城', '顺德', '乐从营销中心', '113.09521', '22.926603', '否', 12, 0, 11, 1]
['佛山', '东城花园', '顺德', '大良营销中心', '113.269965', '22.841241', '否', 58, 6, 13, 39]
['佛山', '大良雍翠庭社区', '顺德', '大良营销中心', '113.263138', '22.846304', '否', 102, 7, 77, 18]
['佛山', '大良逸林首府', '顺德', '大良营销中心', '113.266093', '22.824037', '否', 13, 3, 7, 3]
['佛山', '大良雅居乐', '顺德', '大良营销中心', '113.262685', '22.826186', '已建', 29, 12, 17, 0]
['佛山', '大良新世界三期社区', '顺德', '大良营销中心', '113.26164', '22.842848', '否', 398, 44, 199, 155]
['佛山', '大良新世界会豪阁会景阁社区', '顺德', '大良营销中心', '113.261719', '22.843573', '否', 417, 45, 199, 173]
['佛山', '大良新红棉广场', '顺德', '大良营销中心', '113.262746', '22.844006', '已建', 364, 37, 176, 151]
['佛山', '大良万邦商业广场社区', '顺德', '大良营销中心', '113.275382', '22.840415', '已建', 19, 0, 0, 19]
['佛山', '大良顺伟电脑城', '顺德', '大良营销中心', '113.258879', '22.844247', '否', 107, 8, 47, 52]
['佛山', '大良顺港大厦', '顺德', '大良营销中心', '113.261541', '22.838202', '已建', 28, 0, 18, 10]
